name,pro,flag,optical_pro,original_pro
msrvtt_10000,0.002163711720721735,0,2.7290633289531966e-17,0.004327423441443443
msrvtt_9733,1.997572978321045e-06,0,2.5452698773788113e-17,3.995145956616638e-06
msrvtt_9734,0.38829290826527885,0,1.1246799534142848e-17,0.7765858165305577
msrvtt_9735,0.004277361659164457,0,3.458182975096372e-17,0.008554723318328879
msrvtt_9736,0.0010280022984696165,0,3.757468598646185e-15,0.0020560045969354756
msrvtt_9737,0.014108493933463332,0,1.6235269900318177e-16,0.028216987866926502
msrvtt_9738,0.007916876394763066,0,2.2202416282586502e-17,0.01583375278952611
msrvtt_9739,0.008742922504609405,0,1.848857149925369e-17,0.017485845009218792
msrvtt_9740,0.002027999669462598,0,2.084590399593274e-17,0.0040559993389251755
msrvtt_9741,0.016842196811921895,0,4.256587648177964e-20,0.03368439362384379
msrvtt_9742,0.07906174027409993,0,4.9358599476476325e-20,0.15812348054819986
msrvtt_9743,0.013326241938161143,0,1.2744153493167368e-16,0.02665248387632216
msrvtt_9744,0.00021125637917978831,0,2.1750189553109336e-15,0.0004225127583574016
msrvtt_9745,0.0353798422150393,0,2.0277482731146141e-16,0.07075968443007839
msrvtt_9746,0.05689430511802129,0,8.394887591978233e-19,0.11378861023604259
msrvtt_9747,5.9781475667277406e-05,0,1.2549891002026186e-16,0.00011956295133442932
msrvtt_9748,0.2794624170714832,0,1.9806984046522615e-18,0.5589248341429665
msrvtt_9749,0.3453403722116633,0,2.4061024071239892e-15,0.6906807444233242
msrvtt_9750,0.095696858323728,0,2.9165906615916503e-20,0.191393716647456
msrvtt_9751,0.00012475673028285481,0,4.9844188254512044e-17,0.0002495134605656598
msrvtt_9752,0.23545722902053967,0,8.418819831543678e-18,0.47091445804107934
msrvtt_9753,0.024059971762753617,0,1.2250286865912472e-16,0.04811994352550711
msrvtt_9754,0.0011457889976507199,0,6.830871633752042e-17,0.002291577995301371
msrvtt_9755,0.07519921556925584,0,2.5392960006477167e-15,0.15039843113850915
msrvtt_9756,0.07065512774124033,0,8.851867370317715e-15,0.1413102554824718
msrvtt_9757,0.0038030252053701326,0,4.720409185529207e-16,0.007606050410739793
msrvtt_9758,0.49373563833352996,0,8.297206609349874e-18,0.9874712766670599
msrvtt_9759,0.005491908985809799,0,1.243268408426413e-17,0.010983817971619585
msrvtt_9760,0.37141259032068774,0,3.423511178690252e-17,0.7428251806413755
msrvtt_9761,0.01320933949184684,0,5.3699271632353865e-18,0.026418678983693673
msrvtt_9762,0.0006534703061333889,0,6.371398424562454e-18,0.0013069406122667715
msrvtt_9763,0.003031105929255595,0,2.9133593705585866e-17,0.00606221185851116
msrvtt_9764,1.6785432459228512e-05,0,2.166202235449778e-17,3.357086491843536e-05
msrvtt_9765,0.14196456954961328,0,3.2341784561836517e-16,0.28392913909922624
msrvtt_9766,5.001954667136562e-06,0,1.4653967206120138e-19,1.0003909334272976e-05
