name,pro,flag,optical_pro,original_pro
GOT-10k_Test_000001,0.09980081009239564,0,0.19956199275997039,3.962742482087833e-05
GOT-10k_Test_000002,0.011224749769823551,0,0.022396318005113696,5.31815345334058e-05
GOT-10k_Test_000003,0.0025426065723306393,0,0.005085213144547405,1.1387304378622531e-13
GOT-10k_Test_000004,0.005431121501940106,0,0.010774734157639453,8.750884624075961e-05
GOT-10k_Test_000005,0.00019328129438983462,0,0.00031749752557817,6.906506320149925e-05
GOT-10k_Test_000006,0.007122332225677661,0,0.0076893284849089,0.006555335966446423
GOT-10k_Test_000007,0.0039687604618381936,0,0.007937278052209925,2.428714664628345e-07
GOT-10k_Test_000008,0.004533737329452174,0,0.00906747465528171,3.6226393352945176e-12
GOT-10k_Test_000009,0.006758692895234358,0,0.013517318695984283,6.709448443277282e-08
GOT-10k_Test_000010,2.1511854045811537e-07,0,4.294494534146191e-07,7.876275016116634e-10
GOT-10k_Test_000011,0.0009105480500551938,0,0.0018210960684063233,3.170406421075619e-11
GOT-10k_Test_000012,0.0002717427595174635,0,0.0005434642558688022,2.1263166124815933e-08
GOT-10k_Test_000013,0.000110552211753407,0,0.00022110356142206804,8.620847459646352e-10
GOT-10k_Test_000014,3.0908323259332655e-06,0,6.181656048546972e-06,8.60331955939643e-12
GOT-10k_Test_000015,7.888078292538582e-05,0,0.00015762946718450257,1.3209866626907855e-07
GOT-10k_Test_000016,1.4412415804140713e-10,0,1.634491126921385e-11,2.719034048136004e-10
GOT-10k_Test_000017,0.00025501412590985976,0,0.0003098982955988196,0.00020012995622089997
GOT-10k_Test_000018,7.258711294700322e-05,0,0.00014501643309337774,1.577928006287076e-07
GOT-10k_Test_000019,9.73458942270549e-06,0,1.9469163777944622e-05,1.5067466358257252e-11
GOT-10k_Test_000020,0.0003811721541733611,0,0.0007505792331007109,1.1765075246011336e-05
GOT-10k_Test_000021,3.6357946547179854e-05,0,6.957956590546305e-05,3.1363271888966533e-06
GOT-10k_Test_000022,2.3113511672788014e-08,0,7.517335516404481e-11,4.6151849990411985e-08
GOT-10k_Test_000023,3.0523050815374332e-09,0,2.1753746031366287e-09,3.929235559938238e-09
GOT-10k_Test_000024,5.145148351391166e-07,0,1.023356709648646e-06,5.672960629587224e-09
GOT-10k_Test_000025,0.007331104949403012,0,0.014662209883498215,1.530780830591102e-11
GOT-10k_Test_000026,0.008652302167532714,0,0.01730460433500618,5.924929254654779e-14
GOT-10k_Test_000027,2.2545606198425153e-06,0,4.509084802788997e-06,3.643689603320855e-11
GOT-10k_Test_000028,3.3422436409857522e-06,0,6.394947747232257e-06,2.8953953473924757e-07
GOT-10k_Test_000029,2.967426828235713e-06,0,5.933765742655977e-06,1.0879138154482378e-09
GOT-10k_Test_000030,0.006042687733118428,0,0.012085372724464718,2.7417721367650076e-09
GOT-10k_Test_000031,0.00560382206319406,0,0.011207644103824925,2.2563193861110846e-11
GOT-10k_Test_000032,0.012466997017807036,0,0.024933993850636306,1.8497776460959028e-10
