name,pro,flag,optical_pro,original_pro
2z73455wyhhm-01kymPKkkLjskLx8Th3uB5-0a7dce0e3e038b3cc93b9d9c81fd8125-202_robot_walking_DC223913,0.0007848182894602796,1,0.0015696365789054584,1.510074518000517e-14
2z73455wyhhm-1BlazIIXhUWloSSs6JpN9p-1c2d1b591941291c47738429e7bd3bfd-084_vaporwave_dog_52D09F28,0.7351768735401438,1,0.4768756829502955,0.9934780641299922
2z73455wyhhm-1eho5afhUlX71yW8XFXbNE-8d09c418d7b81dd5920c17f59195ffd2-225_swan_CBADD257,0.47720603539940354,1,0.43863227935788274,0.5157797914409243
2z73455wyhhm-1Eqt9KyCwKo8zBFFTAUoDS-65b3b3910c4fa9cf6d37c1236c16c6b9-188_terminator_robot_51403936,0.35564278198927635,1,0.7110089081688784,0.00027665580967429967
2z73455wyhhm-1gxodmsz2Lo9T1Kd9OCTcl-dcf1601b03edc8efaf5e8022826d04de-208_fox_dancing_1804FBED,0.21647023738119917,1,0.370411006250674,0.06252946851172429
2z73455wyhhm-1jTH0UKTpQOqZgOzxDEDO5-6b6b73757365964e2bcdfc1aa972086d-198_wombat_surfing_27DBA7D4,0.6250604307422638,1,0.25018227881173516,0.9999385826727923
2z73455wyhhm-1ljho52ABKtb9NRuYnkKDB-f1509202e6cf5d394092f600d2ca8f06-222_heavy_rain_2CA5947F,0.10597195380377906,1,0.21194169717471154,2.210432846604186e-06
2z73455wyhhm-1MiZN3QzYU6jjoqfhZYqYT-0a44822649af474ac501b46f45590d25-118_bones_95A5EF0A,0.00013857780913093163,1,2.9726119221199932e-05,0.00024742949904066336
2z73455wyhhm-1Ndl2yoZDsqU3Pcxs12P9k-61cde30bf0d07811c3a4feccc1c31257-233_mystic_cat_2_489772C6,0.12181899618565209,1,0.14277821860143902,0.10085977376986514
2z73455wyhhm-1o0GSz6OBtGBex9GMJs6Ph-4eb54f6c7704a7a2756e49bb57ee155e-187_starry_night_3_EB0AB029,0.634167066017548,1,0.5898460980470759,0.67848803398802
2z73455wyhhm-1PcZybarQ4HnZmQHr99wyq-274b0732913c4988f3d2c391aefbb8b5-220_cat_santa_hat_458DCE10,0.01653461418075984,1,0.03038393465517686,0.0026852937063428246
2z73455wyhhm-1PZ9XAAlFUVZh6I4Sq1OfE-5dcf68302c7bea5762faba07495315a6-231_wolf_coffee_819D58EE,0.0001442110504724836,1,2.513327485989883e-05,0.0002632888260850684
2z73455wyhhm-1qjxomr3S7A4QlrCEodP3E-5941ef49e141e25c3ac8dc19636e3d12-173_line_drawing_A46FC55A,0.11172153137479016,1,0.22326503276261178,0.00017802998696852764
2z73455wyhhm-1YORlFvU4KFMHTJP0qtNQy-30f563bdd724ea4926eaa075f650ad2f-167_couple_painting_42F492D6,0.06421461497149755,1,0.12749641356503832,0.0009328163779567897
2z73455wyhhm-1ZojllAhWh4gU1RRoftnxB-9d5551c18d95fe9b53037199ad1445da-241_koala_piano_3_CB649218,0.5750297313151189,1,0.5010319502762286,0.6490275123540092
2z73455wyhhm-208TLWYzCEjQ1hPOz2thEI-502ab5b6b6112a47be136dd1ae1e15bb-235_cat_typing_6FEFF32C,0.7453822203421978,1,0.4907694264376232,0.9999950142467723
2z73455wyhhm-22wxETM1n6nJ86kyUNREL0-222166a13fec7256ed3b23f761fa6515-210_flower_bloom_1196835C,0.9472027477835688,1,0.9047114471904933,0.9896940483766443
2z73455wyhhm-2DStQfO7n9e6A04JqyNXMt-9f76de5acdf0f11be29f6d388a6745bd-234_white_cat_paw_782C93F7,0.6194814538522804,1,0.2446443943953065,0.9943185133092544
2z73455wyhhm-2fLyrlr7PMEJCAgPmdERr5-e97efc45239afd722e1697aa1a6900fb-137_tidal_wave_F942B554,0.1683674551021557,1,0.07332004556570919,0.2634148646386022
2z73455wyhhm-2H8GitFXju9NPPAEvE6I9B-e571c1f58322d905232530ac74b0c47f-245_motorcycle_race_A0EB0FAD,0.6229995584934145,1,0.4125444844030426,0.8334546325837865
