name,pro,flag,optical_pro,original_pro
gif_006d5650-f595-4042-b5de-093864cb2959,0.5014867659463189,1,0.0029735318926377326,1.0
gif_00a4c442-0580-492c-8a12-cbfa0adc5882,0.4951032298696926,1,2.3788000922269882e-06,0.9902040809392929
gif_00bc121f-a49e-4fc4-92ad-9bfc3100a6d0,0.5000022033538306,1,4.436509983702612e-06,0.9999999701976776
gif_01c1a7b4-3629-4dfc-928e-48deb0c8dba3,0.4997920495768508,1,5.5412451665772954e-06,0.999578557908535
gif_08c7ac4d-dd4d-4bd8-b693-ac7fddebe161,0.5000015387506641,1,3.0775013283143186e-06,1.0
gif_0d1839e8-8b9a-4e80-9a78-e89f6fce4699,0.14791101375773147,1,0.0003190882539668609,0.29550293926149607
gif_0d7cee54-fe01-40bb-a189-da84be5044de,0.4999995602979742,1,2.0838071560344167e-07,0.9999989122152328
gif_0db18bb3-9dba-4cd8-91d9-795af8400318,0.4999999359286653,1,5.967781390245985e-09,0.9999998658895493
gif_0f3e0127-4a4a-4b02-81e5-1921132c29f1,0.5000947397100168,1,0.00018956882700076655,0.9999999105930328
gif_0ffabf63-77e3-49c1-a1cd-43c9457d2d62,0.5000367949740261,1,7.360484921343462e-05,0.9999999850988388
gif_1a2222d9-f4c0-407a-b740-addf41a994d6,0.03694419020127309,1,5.585219319100834e-08,0.07388832455035299
gif_1ab01ee9-5a6d-417f-b922-b0a49eee73e1,0.5009248012507264,1,0.0018497068095810515,0.9999998956918716
gif_1ac5affe-b8cf-4592-91f8-a6c5052bee56,0.49693613910867923,1,7.787178413858168e-10,0.9938722774386406
gif_1ba07e12-e1c3-4adc-8bb2-5f4b825ba7d4,0.5000000034441018,1,6.888203491269748e-09,1.0
gif_1bcde401-69da-44b1-a1d5-414d35384523,0.49999933869802665,1,3.612272682625353e-07,0.9999983161687851
gif_1bd6cc9a-0f91-4d3d-bc8b-bc594a7a1e4d,0.5019819401619056,1,0.003964372062130549,0.9999995082616806
gif_1be9d4bd-b922-421d-a0c3-896eb0b422e6,0.49999976802890467,1,4.2697289925144855e-08,0.9999994933605194
gif_1beea41e-6ba0-41b2-ab6d-cc8a57c4ab97,0.5035605228020616,1,0.00712104560412325,1.0
gif_1c2279cf-4b52-4364-a1e7-bf81262c7a50,0.5000111544978094,1,2.2308995618796463e-05,1.0
gif_1cb15c3c-3ad1-45b8-8eb8-5474cc433342,0.49998845874601755,1,3.272162705989488e-07,0.9999765902757645
gif_1cc40902-04ae-42f9-855e-cdae51b98af7,0.5000958769252469,1,0.00027695123961976294,0.9999148026108742
gif_1cda6423-0ee1-4009-ae25-4dcba5d9e9c9,0.6654439470099516,1,0.3308927070949689,0.9999951869249344
gif_1e4ae1ef-cfd0-479d-8ef5-b900ae1b3d5c,0.7041023590468934,1,0.4082050012158496,0.9999997168779373
gif_1e67f343-8b60-4393-8a75-fb10a0f0a63b,0.5003928894560821,1,0.0007899214349760898,0.9999958574771881
gif_1fb2449f-25f8-4c2c-870e-6404196a3630,0.49773275018882795,1,7.5874947548824e-05,0.9953896254301071
gif_2b09770a-4809-4c9d-a300-e0cf97389456,0.5000000004242877,1,8.485754972233668e-10,1.0
gif_2b771883-4910-4906-a556-91b2957a945f,0.6157411389305187,1,0.2316301048306611,0.9998521730303764
gif_2b83ed33-fd98-4b52-80e4-76c5e87d9365,0.3685945066571798,1,0.00011272708784862863,0.737076286226511
gif_2ba397d7-fbcc-428e-a65d-4220db696400,0.5000700412396862,1,0.00014008247937249578,1.0
gif_2de5b047-40c2-4311-b42a-0d4308cf6b3b,0.5000000000729852,1,1.4597044162024872e-10,1.0
gif_2e49b4f5-1239-4587-9d52-7f21fa9da7e1,0.5000198735896276,1,3.974717925535133e-05,1.0
gif_2ee74eec-765c-4671-b1aa-81ebf4627cf9,0.5001486403945107,1,0.000707308591011773,0.9995899721980095
gif_2f162236-5190-4c49-a807-6e630c35a7f8,0.49144863288869156,1,1.629445889232732e-07,0.9828971028327942
gif_2f94ce59-a799-4c72-a75c-7239357c3056,0.5000000940695533,1,1.8813910652158185e-07,1.0
gif_3a19cca9-71f2-4f07-9555-56876ce85c96,0.500000197306637,1,3.94613274053398e-07,1.0
gif_3b3a75cc-556c-40e0-8578-ff30dc009e3f,0.5000040744460089,1,8.163793178972133e-06,0.9999999850988388
gif_3b8ecaf6-22e7-472b-abdf-9ef48b3f1376,0.7307157780776947,1,0.46143155615538944,1.0
gif_3d90b856-12a9-4c12-aafe-f6d3d257b4fb,0.5000200323271365,1,4.405816547300593e-05,0.9999960064888
gif_3e7466f1-6cf9-41f4-8b57-63e3e53f1452,0.5008793166557828,1,0.0017661732991295562,0.9999924600124359
gif_3ee9a84a-8a24-429c-810b-3a3129c4ae73,0.5238971790432905,1,0.04779435808658101,1.0
gif_3f201789-10b7-45b0-a4f6-6abc97c48b5f,0.5014250825423069,1,0.002850209788097339,0.9999999552965164
gif_4a5b52f3-2164-46f0-8a1f-89fa917b0d84,0.5081861611458406,1,0.01637232229168108,1.0
gif_4b401033-30f0-45a2-ac33-aeaa9761da7b,0.7365753090458124,1,0.47315069259743076,0.999999925494194
gif_4c4ba1a4-ffaa-4915-a152-74301c7e5bf0,0.5823573585798029,1,0.16715108681712212,0.9975636303424835
gif_4c9b62d9-dc57-4b26-9901-ed80e34dc5cb,0.6413344133865408,1,0.2828524835847959,0.9998163431882858
gif_4d491c0f-adcd-4504-a1b6-7e1536ee3c5d,0.4999980501453561,1,6.399958972758346e-08,0.9999960362911224
gif_4d72c0c1-1a5e-4e6a-aca2-78a34950e2e4,0.036949751432683496,1,0.0022732512964801976,0.0716262515688868
gif_4da3c2e8-7863-42b6-9cfb-54f2c20d9e7b,0.5000021213823208,1,4.272566963976572e-06,0.9999999701976776
gif_4dc8b880-dbcb-4fbc-8a41-e9131d4e4954,0.4974046627234685,1,2.4620793795393503e-06,0.9948068633675575
gif_4eacc453-08fd-4bc0-bfc0-036b9b96ef8d,0.5019125689676807,1,0.003825167737683647,0.9999999701976776
gif_4f4320c0-130b-4d45-8d45-9baab6c8e118,0.5512051642854203,1,0.10241159516954212,0.9999987334012985
gif_4ff95680-f57f-4fcf-abe0-f17366df3131,0.5000001063435086,1,4.213032739183323e-07,0.9999997913837433
gif_5a5fb6f0-563b-4ccd-b613-3228bbe0c9a1,0.5062474750268718,1,0.012494950053743585,1.0
gif_5b30dc47-977a-403e-bc2c-efd525e911fd,0.571234819227722,1,0.14279743419938637,0.9996722042560577
gif_5b9679b9-7f17-4207-8723-e61f2cc258ba,0.4999734478444852,1,5.3006857831829077e-05,0.9998938888311386
gif_5c2837b7-7b35-48e0-816d-90ec7cf895be,0.4999995053622096,1,6.051486669214697e-07,0.9999984055757523
gif_5c555cb5-b7cc-45ff-a9f5-c57262f57dbb,0.8622469315305352,1,0.7244938630610704,1.0
gif_5c577f6f-dc31-4f22-a58c-098d88df5835,0.5000014887734365,1,3.0073491953738166e-06,0.9999999701976776
gif_5c586632-6843-4cbe-9b47-1a8a7c99c93e,0.4997464259968131,1,1.4228722637768746e-05,0.9994786232709885
gif_5d054f6f-15b1-4e36-800f-84f5cd91c958,0.5003033371484444,1,0.0006066742968888127,1.0
gif_5d831cd7-3e06-4ca5-ac1a-c556ccf2f5b4,0.5000000000001816,1,3.631676864133908e-13,1.0
gif_5dc53ee5-919a-4a46-9031-6a9fbb06da70,0.497363805297398,1,0.00018218810038450606,0.9945454224944115
gif_5dfda4a4-a4d3-4194-b588-fe953fef906c,0.494905289408318,1,2.915696620734455e-10,0.9898105785250664
gif_5e695c60-0aa3-4bdc-a0d6-a695ce92640e,0.5000007465771077,1,1.493154215379782e-06,1.0
gif_5f0ffe2f-a3d5-4685-bbef-f2a52a460751,0.4999948723492132,1,4.4373216357901047e-07,0.9999893009662628
gif_5f17f063-e7af-48be-9c21-96df3556865e,0.5311330196856096,1,0.06226603937121914,1.0
gif_6a083fe6-991f-4763-a784-4845a118c75f,0.9215717922363962,1,0.84419213448252,0.9989514499902725
